Community Code,"Bundesland, Politischer Bezirk, Gemeinde",total population,"Proportion of people
 under 15 years","Proportion of people
 65 years and older",share of non-Austrian citizens,"employment rate
 of 15 to 64 year olds","unemployment rate
 (15 years and older)",Share of people with secondary education,Share of people with tertiary education,Share of commuters in active employment,Number of private households,average household size,Number of families,Companies,Workplaces,Employees in the workplaces
20403,Feistritz im Rosental,2486,13.4,25.2,10.7,71,5.8,66.4,12.2,75.5,1071,2.27,710,189,215,885
20402,Ebenthal in Kärnten,8039,13.9,20,7.8,74.7,5.4,68.1,10.7,85.9,3480,2.29,2396,439,497,1492
20321,Lesachtal,1298,15,22.3,3.8,75.6,4.3,67.5,9.2,44.1,453,2.87,332,171,180,445
20320,Gitschtal,1248,13.4,25,10.6,72.8,6.2,71.3,8.4,55.9,486,2.57,367,124,137,410
20316,St. Stefan im Gailtal,1593,12.3,29.1,6.8,72,5.5,71.5,8.9,76.3,624,2.46,470,118,126,282
20307,Kötschach-Mauthen,3346,11.8,25.8,8.2,73.2,5.3,70.8,9.5,41.5,1401,2.36,958,354,391,1580
20306,Kirchbach,2495,12.7,24.5,4.4,74.1,4.6,72.3,6.9,64.7,949,2.57,702,228,242,631
20305,Hermagor-Pressegger See,6887,12.2,26.3,11,72.2,6.7,69.8,11.8,35.5,2972,2.29,2007,690,801,3721
20302,Dellach,1219,11.7,25,5.7,74.1,2.5,71.4,8.6,70.5,477,2.56,364,98,104,338
10932,Schandorf,267,12.7,32.6,12.7,66.4,7.4,62.7,8.2,85.7,123,2.17,82,32,34,54
10931,Badersdorf,291,12.7,24.7,1.4,71.4,4.3,63.8,3.9,76.9,123,2.37,89,28,30,76
10930,Jabing,735,12.5,22.6,9.3,72.3,5.4,61.9,9.2,88.9,304,2.42,228,38,47,79
10929,Neustift an der Lafnitz,812,15.9,14.7,0.9,77.3,3.5,68.1,6.4,85.5,319,2.55,244,58,63,140
10928,Wolfau,1405,15.5,17.9,5.3,78,3.3,68.9,7.8,83,599,2.32,402,92,103,356
10927,Wiesfleck,1159,14.8,16.3,1.8,76.8,5.1,68,8.5,80.7,426,2.72,358,72,78,190
10926,Weiden bei Rechnitz,809,10.8,27.6,5.6,67.1,9.5,64.1,7.1,77.8,361,2.24,243,67,69,122
10925,Unterwart,969,14.9,18.8,19.6,65.2,9.1,64,6.5,85.7,409,2.35,277,50,74,525
10924,Unterkohlstätten,1000,13.4,22.2,3.7,72,3.5,65.9,7.5,82.2,367,2.72,306,71,80,281
10923,Stadtschlaining,1975,12.4,24.2,7.2,69.4,5.3,61.9,8.4,82.7,835,2.32,588,110,122,325
10922,Schachendorf,749,13.1,23.9,18.4,65.7,9,57.5,12,77,326,2.3,209,56,64,158
10921,Rotenturm an der Pinka,1441,12.8,20.2,8.3,73.7,5.5,65.2,10.6,81.5,612,2.35,451,111,126,516
10920,Riedlingsdorf,1648,12.3,21.7,6.7,75.4,7.1,64.8,7.9,82.8,686,2.38,502,76,81,386
10919,Rechnitz,2967,12,26.8,7.7,71.3,5.9,63,7.1,64.1,1205,2.33,832,183,210,880
10918,Pinkafeld,5905,14.7,21,10,70.1,7.5,60.7,12.4,64.3,2368,2.32,1579,369,444,3423
10917,Oberwart,7599,14,21.1,14.5,69.6,9.6,59.3,13.7,54.4,3526,2.13,2108,1015,1281,8346
10916,Oberschützen,2438,14.7,23.7,9.8,74.1,5.9,58.2,17.1,73.7,972,2.46,696,221,237,824
10915,Oberdorf im Burgenland,995,11.3,21.8,3.5,72.5,5,65.7,5.1,89.1,429,2.32,293,49,54,115
10914,Mischendorf,1537,10.7,26.9,3,72.3,5.5,61.4,6.5,87.9,631,2.41,470,81,87,193
10913,Markt Neuhodis,658,10,24.9,6.5,67.1,8,67.6,4.9,78.9,282,2.33,205,71,75,134
10912,Markt Allhau,1852,14.3,21.5,4.3,77.4,4.9,63.8,13,71,767,2.41,561,154,174,948
10911,Mariasdorf,1167,11.3,23.1,3.9,73.2,5.8,63,9,82.7,499,2.34,351,70,76,210
10910,Loipersdorf-Kitzladen,1327,16.7,15.7,3.5,76.2,4.4,65,5,78.9,485,2.74,400,92,99,472
10909,Litzelsdorf,1161,12.5,23.1,5.3,71.8,6,65.6,8,74.4,497,2.31,351,94,102,299
10908,Kohfidisch,1414,11.8,23.5,5.1,68.3,6.2,65,6.9,79.1,601,2.3,422,84,98,332
10907,Kemeten,1511,12.4,20.5,6.4,72.9,6.6,66.1,7.7,83.4,669,2.26,447,95,102,427
10906,Hannersdorf,738,8.8,28.7,7,74.6,4.6,61.7,9.7,82.5,338,2.18,221,50,58,180
10905,Großpetersdorf,3566,12.2,23.6,8.3,69.6,7.2,63.1,10.2,69.9,1597,2.17,1020,234,279,1911
10904,Grafenschachen,1261,12.3,17.7,4,77.6,2.9,68.8,5.8,79.3,496,2.54,374,86,93,651
10903,Deutsch Schützen-Eisenberg,1088,8.6,29.9,5.3,70.3,5.7,59.2,6.9,70.5,481,2.26,336,109,116,237
10902,Bernstein,2092,10.6,27.1,5.1,70.6,5.3,65,9.2,75.4,851,2.37,628,137,152,508
10901,Bad Tatzmannsdorf,1619,12.6,24.5,11.8,74.1,6,63.4,17.7,61.3,757,2.1,464,156,188,1645
10828,Oberloisdorf,793,14.2,20.8,3.8,77.7,3.4,69.6,7.2,84.7,332,2.39,231,39,41,109
10827,Weingraben,356,13.8,27.8,13.5,72.1,4.3,61.6,7.8,79.2,155,2.3,107,21,24,56
10826,Unterrabnitz-Schwendgraben,650,15.7,17.4,3.4,70.3,8.1,68.2,6.6,80.5,252,2.58,186,51,53,172
10825,Unterfrauenhaid,644,14,21,5.3,70.9,4.7,67.9,6.7,81.2,269,2.37,184,42,44,120
10824,Lackendorf,596,12.4,22.3,5.7,73.5,6.5,72,5,83.8,247,2.41,184,34,37,111
10823,Weppersdorf,1837,14.2,23.1,4.2,74.2,5.1,68.1,6.9,80.5,765,2.37,532,116,132,573
10822,Stoob,1360,11,22.2,7.4,75.4,4.8,65.5,11.4,72.9,586,2.32,400,117,142,900
10821,Steinberg-Dörfl,1280,13.6,22.7,4.5,74,5.1,68,11.7,79,528,2.41,388,87,98,502
10820,Ritzing,904,11.1,27.2,7.1,67,7.4,67,8.5,82,411,2.17,264,60,65,184
10819,Raiding,881,13.2,30.1,2.5,73.4,4.7,63,6.4,82.2,346,2.34,236,44,50,231
10818,Piringsdorf,846,13.4,22.8,2.2,72.4,4.1,66.3,7.1,83,344,2.46,253,46,50,130
10817,Pilgersdorf,1636,12,20.5,2.9,71.6,4.7,67.2,7.9,88.5,673,2.41,485,91,95,220
10816,Oberpullendorf,3194,12.4,21.7,11.9,71.1,6.9,61.9,13.3,61.2,1441,2.15,875,335,432,3477
10815,Nikitsch,1386,10.5,34.2,8.2,68.1,6.8,56.9,9.2,78.3,610,2.17,374,117,127,286
10814,Neutal,1100,13.4,23.2,7.5,71.1,7.1,67.7,8.2,67.8,468,2.35,331,100,117,1230
10813,Neckenmarkt,1694,13.5,22.7,3.3,75.2,4.2,61.7,9,74.3,679,2.49,518,152,164,519
10812,Markt Sankt Martin,1237,14.1,22.8,6.1,74.5,3.7,68.1,9.4,80.8,524,2.36,368,86,95,501
10811,Mannersdorf an der Rabnitz,1789,12.3,24.3,7.1,70.2,6.5,65.6,8.3,82.3,751,2.37,537,106,117,302
10810,Lutzmannsburg,867,9.7,27.6,10,73.3,3.6,66.5,9.1,68.7,414,2.09,250,97,104,617
10809,Lockenhaus,2025,12.4,24,6.5,72.1,5.2,63.5,9.4,65.7,876,2.28,589,141,157,992
10808,Lackenbach,1143,11.8,25.9,7.6,69.2,6.5,66.6,6.9,78.8,462,2.36,319,74,82,264
10807,Kobersdorf,1878,13.7,20.1,3.6,74.4,6.1,67.9,7.5,78.9,787,2.39,562,125,141,457
10806,Kaisersdorf,608,14.5,23.5,7.6,71.1,7.8,68.3,8.1,82.8,266,2.29,167,117,119,172
10805,Horitschon,1799,13.2,21.7,6.3,71.5,4.3,61.8,10.2,71.1,756,2.37,564,162,173,867
10804,Großwarasdorf,1387,9.5,30.3,8.2,68.9,5.9,58.1,11.5,75.3,648,2.12,423,120,128,293
10803,Frankenau-Unterpullendorf,1090,9.6,27.3,7,69.9,4.1,65.5,10.9,84.2,482,2.26,309,98,101,184
10802,Draßmarkt,1376,11.6,25.1,6.5,75.4,3.5,61.8,7.7,76.4,539,2.5,390,117,126,369
10801,Deutschkreutz,3075,11.9,25,7.4,71.5,5.1,62.8,10,70.3,1325,2.28,950,252,274,1036
10727,Edelstal,768,15.1,20.3,29.4,59.3,4.8,62.1,11.3,75.4,318,2.42,228,54,58,443
10726,Potzneusiedl,605,15.5,21.5,18.7,71.1,5.8,64.8,8,88,284,2.13,176,40,47,155
10725,Neudorf,718,14.9,23,8.1,74.4,5.1,63.7,10,83.4,299,2.4,215,70,76,174
10724,Zurndorf,2276,14.8,22.1,15.5,71.3,4,62.8,9.7,76,967,2.34,681,198,214,542
10723,Winden am See,1333,13.6,20.3,6.2,72.1,5.1,64.8,10.2,84.4,593,2.25,408,95,103,222
10722,Weiden am See,2474,13.9,20.5,8.2,76.6,2.9,59.5,17.7,76.3,1083,2.28,757,265,281,812
10721,Wallern im Burgenland,1676,10.4,23.9,5,76.3,2.5,57.6,5.6,74.1,695,2.41,517,172,180,1087
10720,Tadten,1197,10.2,27.8,6.1,73,4.8,54.1,8,75.2,473,2.53,377,126,136,374
10719,Sankt Andrä am Zicksee,1372,12.5,26.2,5.5,71.9,4.2,60.7,10.2,68.8,586,2.34,420,146,159,632
10718,Podersdorf am See,2138,11.3,24.4,6.5,75.3,3.5,59.5,13.2,64.8,960,2.2,632,277,305,856
10717,Parndorf,4825,17,14.1,17.8,73.9,6.4,64.2,9.6,74.3,1910,2.53,1411,381,575,5147
10716,Pamhagen,1574,10.7,25.2,3.6,76,3.6,59.5,6.1,66,626,2.51,477,197,205,808
10715,Pama,1218,16.7,20,18.5,68,4.4,64,10.2,80.6,504,2.4,357,106,111,324
10714,Nickelsdorf,1808,14.5,22,20.7,66.8,5.4,62.2,9.2,76.9,783,2.28,534,160,173,582
10713,Neusiedl am See,8568,15.2,15.8,14.3,75.1,4.7,60.4,20.5,68.5,3912,2.17,2427,856,1008,4870
10712,Mönchhof,2244,12.6,21.4,5.3,76.8,4.4,60.5,8.6,69.2,914,2.44,667,255,269,852
10711,Kittsee,3308,22.8,17.7,48.7,54.1,5.7,62.2,14.8,65.3,1321,2.47,927,190,225,1551
10710,Jois,1640,13.8,19.9,10.1,75.5,3.7,64.9,13.3,74.8,694,2.36,484,162,175,601
10709,Illmitz,2398,10,26,4.1,76.1,4.2,59.6,10.5,66.2,992,2.41,745,302,327,1009
10708,Halbturn,1932,13.3,25.4,4.3,76.4,3.2,60.6,10.6,71.4,787,2.45,593,187,195,538
10707,Gols,3875,12.9,19.4,7,77.7,3.1,60.9,12.4,65.1,1603,2.39,1138,483,519,1872
10706,Gattendorf,1372,17.8,19,19,68.3,5.5,62.2,10,83.2,546,2.48,407,81,86,254
10705,Frauenkirchen,2875,11,24.1,9,74.7,3.9,63.1,8.6,66.7,1219,2.28,817,330,392,1873
10704,Deutsch Jahrndorf,615,13.8,24.2,18.7,63.3,5.1,65.5,6.6,71.4,273,2.25,187,58,61,138
10703,Bruckneudorf,3099,14.6,13.3,9.5,73.6,5.7,67.6,11.8,88.6,1472,2.11,895,147,170,1249
10702,Apetlon,1762,11.1,27.9,2,74.7,4.3,55.6,8,69,775,2.27,547,239,252,609
10701,Andau,2283,10.6,27.1,6.1,73.2,4.9,58.3,5,70.6,984,2.31,738,205,222,805
10619,Krensdorf,632,18.8,17.2,5.9,74.5,6.7,68.4,9.2,80.7,243,2.6,185,50,53,91
10618,Zemendorf-Stöttera,1276,12.1,20.3,9.6,75.4,5.4,64.7,11.2,76.5,527,2.39,372,121,129,361
10617,Baumgarten,885,12.5,24.9,9.5,74.2,3.7,62.8,13,84.8,393,2.25,262,59,64,199
10616,Antau,773,12.3,18.8,7.6,73.9,5,65.8,7.8,80.5,341,2.27,239,64,72,217
10615,Wiesen,2705,13.7,23.3,5.5,74.7,5.5,65.1,10.8,82.7,1103,2.45,829,164,172,442
10614,Sigleß,1164,11.9,23.2,5.8,76.7,3.4,65.2,14.2,84.9,499,2.33,353,85,87,277
10613,Sieggraben,1236,14.6,20.6,5.6,73.2,3.9,65.5,8.5,83.7,502,2.46,382,84,96,322
10612,Schattendorf,2354,12.5,21.7,6.2,74.1,4.4,65.5,8.7,83.6,1056,2.23,718,131,144,446
10611,Bad Sauerbrunn,2235,14.2,23.3,8.1,73.2,6.2,64,17.4,76.6,1014,2.16,632,170,180,844
10610,Rohrbach bei Mattersburg,2641,12.4,21.9,7.6,72.7,5,63.7,8.3,82.4,1095,2.4,801,154,166,553
10609,Pöttsching,2974,12.8,22.2,7,75.7,4,65.9,13.6,79.8,1322,2.21,891,226,245,969
10608,Pöttelsdorf,749,14.2,20.8,4,78.6,3.2,66.3,15.4,76.1,327,2.29,221,125,134,727
10607,Neudörfl,4622,14,19.1,12.3,72.2,6.6,62.6,10.6,76.6,1977,2.23,1270,257,294,2171
10606,Mattersburg,7440,14.1,18.7,10,73.3,6.5,61.1,14.4,68.8,3311,2.23,2130,557,693,4032
10605,Marz,2074,15.7,19.6,7.8,74.7,4.3,62.9,11.6,82.4,836,2.46,628,133,144,716
10604,Loipersbach im Burgenland,1209,12.2,22.7,7.6,75.9,4.9,66.7,7,81.7,520,2.33,358,68,74,227
10603,Hirm,1022,14.9,18.8,12.8,74.5,8,68,9.7,86.1,444,2.3,310,57,61,390
10602,Forchtenstein,2766,13.5,22.4,5.6,75,4.8,64,13.3,81.2,1165,2.33,845,158,173,568
10601,Draßburg,1232,14.5,24.3,11.2,75.6,5.1,64.4,10,86.1,520,2.31,348,79,83,288
10512,Mühlgraben,384,10.2,17.2,4.2,71,6.1,66.7,5.8,85.1,160,2.4,114,24,26,51
10511,Königsdorf,734,12.5,24.1,3.8,74,2.2,61.7,6.1,80.8,318,2.29,219,57,62,150
10510,Weichselbaum,713,10.9,24,6,72,3.7,59.2,8.3,86.9,327,2.15,214,50,54,121
10509,Sankt Martin an der Raab,2000,10.6,24.8,4.2,71.9,3.9,60.5,8.5,81.1,858,2.33,622,132,143,394
10508,Rudersdorf,2172,11.1,22.6,4.7,75.3,5,63,10.7,72.2,972,2.22,664,168,185,867
10507,Neuhaus am Klausenbach,897,12.6,25.3,4.9,72.2,5.1,60.2,6.8,75.6,371,2.35,258,89,102,229
10506,Mogersdorf,1144,12,24.7,9.9,73.4,4.3,62.5,6.6,81.4,514,2.23,332,84,90,205
10505,Minihof-Liebau,1055,11.6,22.6,6.2,76.5,3.7,64,6.4,79.1,431,2.45,317,70,77,271
10504,Jennersdorf,4114,10.8,22.5,6.3,71.9,5.7,61.3,9.2,65.1,1860,2.17,1222,349,426,2245
10503,Heiligenkreuz im Lafnitztal,1236,12.1,25.4,11.9,71,5.4,58.7,6.8,74.3,545,2.22,371,102,122,524
10502,Eltendorf,922,8.9,24.7,6.5,70.8,4.3,59.3,9.9,78.4,389,2.37,284,75,80,217
10501,Deutsch Kaltenbrunn,1740,12.2,22,4.1,74.2,4.9,59.8,9.1,79.9,712,2.44,537,330,340,594
10428,Moschendorf,394,10.9,27.7,6.9,75.6,2.1,55.6,7.4,73.2,150,2.63,117,39,40,96
10427,Rauchwart,441,10.9,24.9,4.8,71.4,6.7,61.1,8.9,82.2,205,2.15,128,36,37,66
10426,Bildein,349,13.5,25.2,13.8,76.2,4.7,58.6,8.9,78.5,138,2.53,101,34,36,87
10425,Rohr im Burgenland,373,9.7,24.7,2.7,69.4,5.5,56.7,4.7,86.5,167,2.23,119,27,28,49
10424,Heugraben,231,11.3,22.9,6.9,75,6.3,62,5.9,86.2,99,2.33,66,17,17,27
10423,Tschanigraben,63,7.9,30.2,3.2,64.1,10.3,60.3,1.7,96.2,32,1.97,18,1,1,1
10422,Kleinmürbisch,231,8.2,23.4,1.3,70.3,8.9,65.6,3.3,91,97,2.38,70,9,9,17
10421,Inzenhof,317,14.5,24.9,8.5,71.4,9.1,62,5.5,82.5,138,2.3,98,23,24,41
10420,Großmürbisch,239,6.7,26.8,5,67.9,2.6,56.1,11.2,82.7,109,2.19,72,17,20,29
10419,Wörterberg,486,13.4,20.2,3.5,71.5,4.1,62.5,7.1,84.1,194,2.51,139,30,35,69
10418,Hackerberg,367,12.5,18.5,9,76.3,3.9,64.2,6.5,82.9,156,2.35,107,29,30,78
10417,Tobaj,1367,12,20.5,9.3,70.3,5,59,10.1,77.8,560,2.34,397,119,126,414
10416,Strem,879,9.1,35.4,5.7,73.2,6.4,55.9,6.9,73,381,2.16,245,84,90,232
10415,Stinatz,1187,11.5,23.2,12.3,62.2,6.5,57.7,10.4,86.7,485,2.38,343,55,61,143
10414,Stegersbach,2672,12.9,22.6,10.6,70.2,7,60.7,10.9,69.1,1213,2.17,752,224,260,1662
10413,Sankt Michael im Burgenland,979,9.9,28.1,6.8,72.5,5.8,60.5,10.7,73.3,442,2.21,304,97,105,409
10412,Ollersdorf im Burgenland,935,9.8,24.3,4.8,76.3,3.4,65.4,8.2,80.3,426,2.19,291,67,74,194
10411,Olbendorf,1442,13.1,25.4,4.8,69,7.5,62.9,6.8,77.6,606,2.34,417,362,372,508
10410,Neustift bei Güssing,462,8,31,5,65.6,6.9,54.4,6.1,82.3,221,2.09,138,40,41,96
10409,Neuberg im Burgenland,972,10.5,23.8,3.7,74.2,5.5,62.2,6,87.6,427,2.28,296,43,48,89
10408,Kukmirn,1992,13.1,24.9,5.2,72.6,5.6,57.6,9.6,75.8,806,2.44,597,188,203,502
10407,Heiligenbrunn,758,10.7,29.8,4.1,73.6,3.9,53.6,8.3,81,321,2.36,227,67,73,144
10406,Güttenbach,888,9.5,28.7,9.7,73.4,5,52.9,9.7,80.5,343,2.51,268,69,73,277
10405,Güssing,3675,11.8,27.7,10.3,71.3,6,57,13.1,50.7,1634,2.17,1050,335,449,3593
10404,Gerersdorf-Sulz,994,12,27.8,6.1,74.3,4.6,59.4,8.2,82.5,423,2.35,303,72,75,167
10403,Eberau,943,13,30.6,13.9,69.7,6.2,55.4,11.2,72.7,393,2.37,279,75,82,237
10402,Burgauberg-Neudauberg,1326,12.1,21,5.4,74,6.4,61.7,7.3,81.1,568,2.33,405,118,123,324
10401,Bocksdorf,805,13.2,25.5,2.5,71.7,6.1,66.4,5,85.9,350,2.3,244,31,36,118
10323,Zagersdorf,1078,14.1,23.4,11.2,76.7,2.2,62.7,13.7,84.5,436,2.42,333,75,79,246
10322,Zillingtal,960,12.3,18,9.5,77.6,3.1,70,11.5,87.4,434,2.21,290,56,60,120
10321,Stotzing,814,16.5,18.4,6.6,76.8,4.2,67.2,5.6,90.7,336,2.42,243,41,45,73
10320,Loretto,486,10.9,24.1,3.5,76.6,3.4,73,9,87.4,234,2.08,150,30,32,94
10319,Wulkaprodersdorf,1978,16,19.9,11.9,74.4,4.5,62.8,13.3,78.2,801,2.47,597,150,170,911
10318,Wimpassing an der Leitha,1675,18.5,13.9,8.5,78.2,4.6,69.5,11.1,83.9,730,2.26,502,106,113,438
10317,Trausdorf an der Wulka,2063,13.6,23.3,7.5,78.3,2.9,65.8,15.4,86.5,954,2.16,628,119,128,334
10316,Steinbrunn,2738,14.9,20.5,8.3,75,4.7,66.8,12.9,85.6,1179,2.29,797,164,176,445
10315,Siegendorf,3078,13.7,21.3,14.8,73.9,5.5,64.5,11.4,80.6,1306,2.34,941,248,287,1487
10314,Schützen am Gebirge,1411,13.2,23.2,8.6,71.8,5.4,59.3,13.6,84.1,573,2.46,438,84,89,272
10313,Sankt Margarethen im Burgenland,2664,10.2,24.1,3.9,74.9,5.4,63,11.2,77,1183,2.23,815,201,222,859
10312,Purbach am Neusiedler See,2880,12.7,22.3,6.1,76.5,3.5,65.1,11,72.7,1299,2.2,887,234,254,879
10311,Oslip,1254,11.2,24.2,8,72.5,5.7,60.2,11.9,84.7,542,2.31,393,86,91,288
10310,Oggau am Neusiedler See,1751,12.1,25.9,3.8,72.7,4.5,61.1,8.5,81.2,798,2.19,543,107,114,275
10309,Neufeld an der Leitha,3477,15.6,20.8,9.3,75.4,5.6,63.7,13.2,81.6,1598,2.14,999,224,253,930
10308,Müllendorf,1393,13.2,20.7,5.7,77.3,4.5,60.1,15.6,82.7,575,2.42,426,107,119,903
10307,Mörbisch am See,2203,11.8,26.7,7.6,72.2,3.4,62.4,7.5,66.4,966,2.28,678,192,204,539
10306,Leithaprodersdorf,1205,15.3,17.5,4.2,78.9,2.7,68.4,10.5,76.5,430,2.8,357,109,115,320
10305,Klingenbach,1156,12,21.2,15.2,73.2,5.6,65.1,9.2,86.9,527,2.19,350,69,74,248
10304,Hornstein,3109,13.6,21.8,10.8,75.9,5.3,65.4,13.1,79,1440,2.16,930,247,270,1258
10303,Großhöflein,2106,14.1,18,5.9,79.3,2.5,63.3,14.8,84.4,928,2.27,638,171,182,623
10302,Donnerskirchen,1838,11.8,23.9,6.7,75.3,3.8,67.2,11.5,77.9,829,2.22,548,189,200,468
10301,Breitenbrunn am Neusiedler See,1884,11.8,27.1,5.9,73.2,5,65.9,13.1,78.4,922,2.04,556,177,188,539
923,"Wien 23.,Liesing",109776,16,19.7,20.8,70,9.7,57.5,19.5,16,50659,2.12,29630,7063,8061,64153
922,"Wien 22.,Donaustadt",194368,16.7,15.3,21.6,69,9.5,59.4,17.3,10.5,86389,2.22,53231,8534,9858,72953
921,"Wien 21.,Floridsdorf",167380,16.3,16.9,24.9,66.2,12.5,57.7,14,12.2,78091,2.12,43981,6653,7643,65242
920,"Wien 20.,Brigittenau",86417,14.5,15.3,38.5,61.5,15.7,49.3,17.7,12,41582,2.03,20734,3842,4337,31121
919,"Wien 19.,Döbling",73860,13.9,21.9,25.6,65.1,9.2,48.9,32.9,10.4,35899,1.98,18124,6893,7512,36323
918,"Wien 18.,Währing",51548,13.7,17.6,28.1,68.5,7.8,43.4,39.7,9.8,25716,1.96,12518,5049,5423,16764
917,"Wien 17.,Hernals",56988,14,16.1,34.7,66.5,10.8,47.9,26.8,10.2,27839,2.01,14081,3887,4212,16803
916,"Wien 16.,Ottakring",103310,14,15.6,36.7,65.5,12.1,49.2,20.5,10.4,51053,2,25138,6001,6591,30683
915,"Wien 15.,Rudolfsheim-Fünfhaus",76843,13.1,13.5,42.3,64.3,13.7,48.8,20.8,11.9,37662,1.99,17922,5180,5816,33062
914,"Wien 14.,Penzing",93602,14,18.8,26.7,67.8,10.2,52.7,23.9,10.8,45780,2.01,23911,5737,6364,29633
913,"Wien 13.,Hietzing",53918,13.9,23.9,20.2,69.6,7.9,49.7,34.5,11,25771,2.01,13755,5101,5523,26310
912,"Wien 12.,Meidling",97005,14.5,15.8,34.8,64.5,14.3,50.9,18.3,13.7,46530,2.05,23722,7082,7742,43244
911,"Wien 11.,Simmering",104329,17.2,14.5,30.1,65.8,13.9,56.2,11.2,14,46956,2.18,27174,3660,4376,42477
910,"Wien 10.,Favoriten",206571,16.2,15.6,37.6,63,14.8,52.1,12.3,13.9,94570,2.15,51914,8501,9714,87825
909,"Wien  9.,Alsergrund",41966,10.9,15.2,32.4,67.6,6.7,44.3,41,10.6,21910,1.85,9609,5660,6341,53921
908,"Wien  8.,Josefstadt",24979,10.3,16.1,30.6,64.9,6.6,44.5,42.4,9.7,12200,1.85,5435,3607,3920,17419
907,"Wien  7.,Neubau",31979,10.4,14.8,29.7,70.1,6.6,43.5,42.4,9.4,16975,1.84,7393,5789,6337,35757
906,"Wien  6.,Mariahilf",31575,9.9,15.6,30.2,67.3,9,45.8,37.7,10.6,16074,1.86,7154,4998,5496,31337
905,"Wien  5.,Margareten",55052,11.9,14.2,37.8,65.8,11.4,46.8,28.2,12.1,28551,1.9,12862,4722,5094,22270
904,"Wien  4.,Wieden",33148,11.8,17.2,32.3,66.4,8.6,44.1,39.8,11.3,16443,1.93,7801,5632,6062,33375
903,"Wien  3.,Landstraße",91647,12.7,16.5,32,66.9,9.7,47.5,31.9,11.6,46461,1.93,22192,9909,11019,121382
902,"Wien  2.,Leopoldstadt",105800,14.6,14.8,34.5,64.8,11.8,47.5,27.8,10.6,50294,2.04,25177,7953,8841,81751
901,"Wien  1.,Innere Stadt",16043,10.3,25.8,25,66.9,3.9,42.8,44.9,9.5,8488,1.87,3913,10720,12218,123319
804,Feldkirch,107944,16,16.9,16.8,76,3.9,59.1,12.9,72.3,45793,2.33,30469,6767,7686,50845
803,Dornbirn,89899,16.3,17.3,19.6,74.9,5,54.8,12.5,56.7,38529,2.31,24913,6180,7067,49391
802,Bregenz,134872,16,17.8,18.8,75,4.7,59.3,11.8,66.2,57300,2.32,37030,10292,11485,70232
801,Bludenz,64067,15.7,18.3,16.7,74.8,5.5,62.2,10.1,69.9,27364,2.32,18089,4627,5306,31283
709,Schwaz,84108,15.5,17.4,13.8,77.1,4.7,62.7,8.7,66,34957,2.38,24006,6746,7730,42924
708,Reutte,32800,14.2,20.1,20.2,73.5,5,64.3,9,63.3,14029,2.32,9451,2653,3039,16600
707,Lienz,48768,14.5,20.4,5.6,75,5.6,67.1,9.8,61,20094,2.4,13428,4198,4803,24071
706,Landeck,44168,15.4,17.4,10,69.7,12.3,63.9,8.9,62.9,17527,2.5,12629,3779,4317,19624
705,Kufstein,110176,15.4,17.4,17.2,76.5,4,63.6,10.3,63.7,47185,2.31,30874,8546,9730,57890
704,Kitzbühel,64061,13.3,20.9,17.3,74.5,4.8,66.9,9.5,53.6,28626,2.21,17979,6864,7694,33211
703,Innsbruck-Land,180228,15.6,17.9,13.1,78.3,2.7,60.4,15.5,74.6,76150,2.33,51121,12760,14518,76801
702,Imst,60316,15.8,16.1,11.6,75.7,4.6,62.9,9.9,64.3,23902,2.49,17152,4602,5319,28165
701,Innsbruck-Stadt,132095,11.8,18.4,27.3,68.9,4.6,49.9,26.2,27.9,65700,1.94,31301,10977,12900,105638
623,Südoststeiermark,85818,13.3,21.3,5.6,76.7,3.5,63.5,7.1,66.4,33953,2.5,25410,7966,8928,40182
622,Hartberg-Fürstenfeld,90620,13.9,20.6,4.7,77.2,3.9,66.2,8,67.9,35476,2.52,26659,8880,9918,43799
621,Bruck-Mürzzuschlag,98797,12.3,25.1,10.1,72,5.4,67.1,8.3,58.4,46728,2.08,28594,6297,7469,46040
620,Murtal,71796,12.7,23.6,8.6,72.6,5.3,67.2,7.8,65.6,32792,2.16,20644,5787,6580,33554
617,Weiz,90642,14.9,19.3,6,79.3,2.6,66.7,8.8,67.5,35966,2.5,26650,8732,9617,46807
616,Voitsberg,51113,12.3,23.1,5.2,74.3,4.2,66.9,8.2,73.5,22583,2.23,15059,3982,4489,20388
614,Murau,27559,13.2,23.1,4.2,76.7,3.4,68.9,8.6,59.7,11209,2.42,7969,2748,3118,11536
612,Liezen,79676,13.2,23.1,10.5,75.2,5.2,68.4,8.6,57.1,35267,2.23,22701,6561,7679,38318
611,Leoben,59759,11.2,25.4,10.8,70.6,5.4,66,10.3,59.1,30050,1.94,16686,3468,4217,28940
610,Leibnitz,83068,13.8,19.1,7.8,75.7,4.7,64.9,8,74.9,34524,2.38,24582,7116,7960,34706
606,Graz-Umgebung,155735,14.9,19.1,8.7,77.7,3.5,64.6,15,79.4,64626,2.37,45846,12229,13825,76220
603,Deutschlandsberg,60911,13.2,21.3,5,75.7,4.3,66,9.3,68,25381,2.37,17865,5471,6082,28879
601,Graz(Stadt),290540,13.3,16.8,23.8,69.7,7.4,50.6,28.1,25.9,143980,1.97,71546,21271,24561,210876
506,Zell am See,87474,14.6,19,14.8,75.3,6.3,66.7,8.7,53.1,36411,2.37,24993,8360,9458,43847
